Entity Name,Gene Symbol,EnsemblId(GRch37),Phenotypes
STKLD1,STKLD1,ENSG00000198870,
STN1,STN1,ENSG00000107960,"Intrauterine growth retardation, premature aging, pancytopenia, hypocellular bone marrow, gastrointestinal hemorrhage due to vascular ectasia, intracranial calcification, abnormal telomeres;Bone marrow failure;Combined immunodeficiencies with associated or syndromic features"
STRA6,STRA6,ENSG00000137868,MICROPHTHALMIA SYNDROMIC TYPE 9
STRADA,STRADA,ENSG00000266173,"Polyhydramnios, megalencephaly, and symptomatic epilepsy 611087"
STRC,STRC,,
STS,STS,ENSG00000101846,"ICHTHYOSIS, X-LINKED"
STT3A,STT3A,ENSG00000134910,
STT3B,STT3B,ENSG00000163527,"?Congenital disorder of glycosylation, type Ix, 615597; developmental delay; intellectual disability"
STUB1,STUB1,ENSG00000103266,"Spinocerebellar ataxia, autosomal recessive 16, 615768"
STX11,STX11,ENSG00000135604,
STX1B,STX1B,ENSG00000099365,"GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 9"
STX3,STX3,ENSG00000166900,
STXBP1,STXBP1,ENSG00000136854,EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 4;ANGELMAN/PITT HOPKINS SYNDROME-LIKE DISORDER
STXBP2,STXBP2,ENSG00000076944,"613101 Hemophagocytic lymphohistiocytosis, familial, 5"
SUCLA2,SUCLA2,ENSG00000136143,"Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria), 612073"
SUCLG1,SUCLG1,ENSG00000163541,FATAL INFANTILE LACTIC ACIDOSIS
SUCLG2,SUCLG2,ENSG00000172340,Succinyl-CoA synthetase deficiency (Other metabolic disorders);No OMIM phenotype
SUFU,SUFU,ENSG00000107882,Joubert Syndrome with Cranio-facial and Skeletal Defects;Basal cell nevus syndrome 109400
SUGCT,SUGCT,ENSG00000175600,Glutaric aciduria type III (Organic acidurias);Glutaric aciduria type III 231690
SULF1,SULF1,ENSG00000137573,Mesomelia-synostoses syndrome	600383;Mesomelia-synostoses syndrome 600383
SUMF1,SUMF1,ENSG00000144455,"SULFATIDOSIS, JUVENILE, AUSTIN TYPE"
SUMO1,SUMO1,ENSG00000116030,CLEFT LIP +/- CLEFT PALATE 608874
SUOX,SUOX,ENSG00000139531,Sulfite oxidase deficiency
SURF1,SURF1,ENSG00000148290,COMPLEX IV DEFICIENCY;LEIGH SYNDROME
SUZ12,SUZ12,ENSG00000178691,Weaver-like overgrowth syndrome
SVBP,SVBP,ENSG00000177868,"Neurodevelopmental disorder with ataxia, hypotonia, and microcephaly, 618569"
SYN1,SYN1,ENSG00000008056,"EPILEPSY, X-LINKED, WITH VARIABLE LEARNING DISABILITIES AND BEHAVIOR DISORDERS"
SYNCRIP,SYNCRIP,ENSG00000135316,
SYNE1,SYNE1,ENSG00000131018,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8;EMERY-DREIFUSS MUSCULAR DYSTROPHY 4, AUTOSOMAL RECESSIVE"
SYNE2,SYNE2,ENSG00000054654,"Emery-Dreifuss muscular dystrophy 5, autosomal dominant	612999;congenital muscular dystrophy"
SYNE4,SYNE4,,
SYNGAP1,SYNGAP1,ENSG00000197283,EPILEPTIC ENCEPHALOPATHY;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 5
SYNJ1,SYNJ1,ENSG00000159082,"Epileptic encephalopathy, early infantile, 53, 617389"
SYNPO,SYNPO,,
SYP,SYP,ENSG00000102003,MENTAL RETARDATION X-LINKED SYP-RELATED
SYT1,SYT1,ENSG00000067715,INTELLECTUAL DISABILITY;SYT1-associated neurodevelopmental disorder
SYT14,SYT14,ENSG00000143469,psychomotor retardation 
SYT15,SYT15,ENSG00000204176,
SYT2,SYT2,ENSG00000143858,"Myasthenic syndrome, congenital, 7, presynaptic, 616040"
SYTL4,SYTL4,ENSG00000102362,
SYTL5,SYTL5,ENSG00000147041,
SZT2,SZT2,ENSG00000198198,INFANTILE ENCEPHALOPATHY WITH EPILEPSY AND DYSMORPHIC CORPUS CALLOSUM
TAB2,TAB2,ENSG00000055208,"CONGENITAL HEART DISEASE, NONSYNDROMIC, 2"
TAC3,TAC3,ENSG00000166863,HYPOGONADOTROPIC HYPOGONADISM
TACO1,TACO1,ENSG00000136463,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX IV DEFICIENCY
TACR3,TACR3,ENSG00000169836,HYPOGONADOTROPIC HYPOGONADISM
TAF1,TAF1,ENSG00000147133,"Dysmorphic Features, Intellectual Disability, and Neurological Manifestations"
TAF13,TAF13,ENSG00000197780,Autosomal-Recessive Intellectual Disability and Microcephaly
TAF2,TAF2,ENSG00000064313,"Mental retardation, autosomal recessive 40, 615599"
TAF6,TAF6,ENSG00000106290,"Alazami-Yuan syndrome, 617126;Intellectual disability"
TAF7L,TAF7L,ENSG00000102387,
TALDO1,TALDO1,ENSG00000177156,"Fetal hydrops;Transaldolase deficiency, 606003"
TANC2,TANC2,ENSG00000170921,NDD syndrome;Neurodevelopmental Disorder;Intellectual disability;Seizures;Epilepsy
TANGO2,TANGO2,ENSG00000183597,Infancy-Onset Recurrent Metabolic Crises with Encephalocardiomyopathy
TAOK1,TAOK1,ENSG00000160551,INTELLECTUAL DISABILITY;developmental delay
TAP1,TAP1,ENSG00000168394,"Bare lymphocyte syndrome, type I 604571;HLA class I deficiency;Vasculitis, pyoderma gangrenosum;Immunodeficiencies affecting cellular and humoral immunity"
TAP2,TAP2,ENSG00000204267,"Bare lymphocyte syndrome, type I, due to TAP2 deficiency 604571;HLA class I deficiency;Wegener-like granulomatosis;Vasculitis, pyoderma gangrenosum;Immunodeficiencies affecting cellular and humoral immunity"
TAPBP,TAPBP,ENSG00000231925,"Vasculitis, pyoderma gangrenosum;Bare lymphocyte syndrome, type I 604571;HLA class I deficiency;Immunodeficiencies affecting cellular and humoral immunity;Vasculitis,pyoderma gangrenosum"
TAPT1,TAPT1,ENSG00000169762,COMPLEX LETHAL OSTEOCHONDRODYSPLASIA
TARDBP,TARDBP,ENSG00000120948,"Amyotrophic lateral sclerosis 10, with or without FTD, 612069; Frontotemporal lobar degeneration, TARDBP-related, 612069"
TARS,TARS,ENSG00000113407,Non-photosensitive trichothiodystrophy
TARS2,TARS2,ENSG00000143374,
TAT,TAT,ENSG00000198650,TYROSINEMIA TYPE 2
TAZ,TAZ,ENSG00000102125,BARTH SYNDROME
TBC1D20,TBC1D20,ENSG00000125875,Warburg micro syndrome 4 615663;Warburg micro syndrome 4
TBC1D23,TBC1D23,ENSG00000036054,Non-degenerative Pontocerebellar Hypoplasia
TBC1D24,TBC1D24,ENSG00000162065,"MYOCLONIC EPILEPSY, INFANTILE, FAMILIAL;DOORS SYNDROME;NON SYNDROMAL HEARING LOSS"
TBC1D32,TBC1D32,ENSG00000146350,"No OMIM phenotype;Oro-facio-digital syndrome type IX (Adly (2014) Hum Mutat 35, 36)"
TBC1D7,TBC1D7,ENSG00000145979,"MGCPH;Macrocephaly/megalencephaly syndrome, autosomal recessive, 248000"
TBC1D8B,TBC1D8B,ENSG00000133138,Steroid-resistant nephrotic syndrome
TBCD,TBCD,ENSG00000141556,Early-Onset Neurodegenerative Encephalopathy
TBCE,TBCE,ENSG00000116957,Early-Onset Progressive Encephalopathy with Distal Spinal Muscular Atrophy;HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM SYNDROME;KENNY-CAFFEY SYNDROME TYPE 1
TBCK,TBCK,ENSG00000145348,Severe Infantile Syndromic Encephalopathy
TBK1,TBK1,ENSG00000183735,"Herpes simplex encephalitis, susceptibility to;Herpetic encephalitis (HSE);{Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 8} 617900;Herpes simplex virus 1 encephalitis;Defects in Intrinsic and Innate Immunity"
TBL1XR1,TBL1XR1,ENSG00000177565,Intellectual disability with autism spectrum disorder;Pierpont syndrome
TBP,TBP,ENSG00000112592,"Spinocerebellar ataxia 17, 607136; {Parkinson disease, susceptibility to}, 168600"
TBR1,TBR1,ENSG00000136535,AUTISM
TBX1,TBX1,ENSG00000184058,22Q11.2 DELETION SYNDROME
TBX15,TBX15,ENSG00000092607,"Craniofacial Dysmorphism, Hypoplasia of Scapula and Pelvis, and Short Stature;Cousin Syndrome"
TBX18,TBX18,ENSG00000112837,CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 2
TBX20,TBX20,ENSG00000164532,ATRIAL SEPTAL DEFECT TYPE 4
TBX22,TBX22,ENSG00000122145,"CLEFT PALATE, X-LINKED;?Abruzzo-Erickson syndrome, 302905"
TBX3,TBX3,ENSG00000135111,ULNAR-MAMMARY SYNDROME
TBX4,TBX4,ENSG00000121075,SMALL PATELLA SYNDROME
TBX5,TBX5,ENSG00000089225,HOLT-ORAM SYNDROME
TBX6,TBX6,ENSG00000149922,Spondylocostal dysostosis 5 122600
TBXA2R,TBXA2R,ENSG00000006638,"614009.BLEEDING DISORDER, PLATELET-TYPE, 13, SUSCEPTIBILITY TO;BDPLT13;614009 BLEEDING DISORDER, PLATELET-TYPE, 13, SUSCEPTIBILITY TO"
TBXAS1,TBXAS1,ENSG00000059377,GHOSAL HEMATODIAPHYSEAL SYNDROME
TCAP,TCAP,ENSG00000173991,"Limb-Girdle Muscular Dystrophy, Recessive;Muscular dystrophy, limb-girdle, type 2G, 601954; Limb-girdle muscular dystrophy"
TCEAL3,TCEAL3,ENSG00000196507,
TCF12,TCF12,ENSG00000140262,CORONAL CRANIOSYNOSTOSIS
TCF20,TCF20,ENSG00000100207,TCF20 syndrome;Developmental delay with variable intellectual impairment and behavioral abnormalities 618430
TCF3,TCF3,ENSG00000071564,"Agammaglobulinemia;Agammaglobulinemia 8, autosomal dominant, 616941;Primary immunodeficiency;Recurrent bacterial infections;Predominantly Antibody Deficiencies"
TCF4,TCF4,ENSG00000196628,PITT-HOPKINS SYNDROME
TCIRG1,TCIRG1,ENSG00000110719,"Osteopetrosis, infantile malignant 259700"
TCN1,TCN1,ENSG00000134827,"Haptocorrin deficiency (Disorders of cobalamin absorption, transport and metabolism);No OMIM number"
TCN2,TCN2,ENSG00000185339,Transcobalamin II deficiency
TCOF1,TCOF1,ENSG00000070814,TREACHER COLLINS SYNDROME TYPE 1
TCP10L2,TCP10L2,ENSG00000166984,
TCTEX1D2,TCTEX1D2,ENSG00000213123,
TCTN1,TCTN1,ENSG00000204852,Joubert syndrome 13 614173;JOUBERT SYNDROME AND RELATED DISORDERS
TCTN2,TCTN2,ENSG00000168778,JOUBERT SYNDROME AND RELATED DISORDERS
TCTN3,TCTN3,ENSG00000119977,MOHR-MAJEWSKI SYNDROME
TDO2,TDO2,ENSG00000151790,"No OMIM number;Tryptophanaemia (Disorders of histidine, tryptophan or lysine metabolism)"
TDP2,TDP2,ENSG00000111802,"Spinocerebellar ataxia, autosomal recessive 23, 616949"
TDRD7,TDRD7,ENSG00000196116,CATARACT CONGENITAL AUTOSOMAL RECESSIVE TYPE 4 613887
TEAD1,TEAD1,,
TECPR2,TECPR2,ENSG00000196663,HEREDITARY SPASTIC PARAPARESIS
TECR,TECR,ENSG00000099797,non-syndromic mental retardation
TECTA,TECTA,,
TEK,TEK,ENSG00000120156,"VENOUS MALFORMATIONS, MULTIPLE CUTANEOUS AND MUCOSAL"
TELO2,TELO2,ENSG00000100726,TELO2 Syndromic Intellectual Disability Disorder
TENM1,TENM1,ENSG00000009694,
TEPSIN,TEPSIN,ENSG00000167302,
TERC,TERC,ENSG00000270141,"Inherited Bone Marrow Failure Syndromes;Inherited Bone Marrow Failure Syndromes - Aplastic Anaemia; Telomere_Related Pulmonary Fibrosis And/Or Bone Marrow Failure_2;Dyskeratosis congenita;Dyskeratosis Congenita, Autosomal Dominant, 1; Telomere_Related Pulmonary Fibrosis And/Or Bone Marrow Failure_1;DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT, 1"
TERT,TERT,ENSG00000164362,"Dyskeratosis congenita, autosomal recessive 4"
TET2,TET2,ENSG00000168769,"Myelodysplastic syndrome, somatic, 614286"
TF,TF,ENSG00000091513,"Atransferrinemia, 209300;Congenital hypotransferrinemia"
TFAM,TFAM,ENSG00000108064,"?Mitochondrial DNA depletion syndrome 15 (hepatocerebral type), 617156"
TFAP2A,TFAP2A,ENSG00000137203,BRANCHIOOCULOFACIAL SYNDROME
TFAP2B,TFAP2B,ENSG00000008196,CHAR SYNDROME
TFB2M,TFB2M,ENSG00000162851,Intellectual disability
TFE3,TFE3,ENSG00000068323,
TFG,TFG,ENSG00000114354,"?Spastic paraplegia 57, autosomal recessive, 615658, AR;Hereditary motor and sensory neuropathy, Okinawa type, 604484, AD"
TFR2,TFR2,ENSG00000106327,"Hemochromatosis, type 3 604250"
TFRC,TFRC,ENSG00000072274,"Recurrent infections, neutropenia, thrombocytopenia;Recurrent infections, thrombocytopenia;Immunodeficiencies affecting cellular and humoral immunity"
TG,TG,,
TGDS,TGDS,ENSG00000088451,CATEL-MANZKE SYNDROME
TGFB1,TGFB1,ENSG00000105329,CAMURATI-ENGELMANN DISEASE
TGFB2,TGFB2,ENSG00000092969,"LOEYS-DIETZ SYNDROME, TYPE 4"
TGFB3,TGFB3,ENSG00000119699,LOEYS-DIETZ SYNDROME
TGFBR1,TGFBR1,ENSG00000106799,LOEYS-DIETZ SYNDROME TYPE 2A;LOEYS-DIETZ SYNDROME TYPE 1A;AORTIC ANEURYSM FAMILIAL THORACIC TYPE 5
TGFBR2,TGFBR2,ENSG00000163513,LOEYS-DIETZ SYNDROME;TGFBR2-RELATED LOEYS-DIETZ SYNDROME
TGFBR3,TGFBR3,,
TGIF1,TGIF1,ENSG00000177426,Holoprosencephaly 4 142946;HOLOPROSENCEPHALY
TGM1,TGM1,ENSG00000092295,"Ichthyosis, congenital, autosomal recessive 242300"
TGM5,TGM5,,
TGM6,TGM6,ENSG00000166948,"Spinocerebellar ataxia 35, 613908"
TH,TH,ENSG00000180176,DOPA-RESPONSIVE DYSTONIA
THAP1,THAP1,ENSG00000131931,"DYSTONIA 6, TORSION"
THBD,THBD,ENSG00000178726,AD bleeding disorder;614486 Thrombophilia due to thrombomodulin defect
THBS1,THBS1,,
THOC2,THOC2,ENSG00000125676,"MENTAL RETARDATION, X-LINKED 12"
THOC6,THOC6,ENSG00000131652,Beaulieu-Boycott-Innes syndrome
THPO,THPO,ENSG00000090534,187950 Thrombocytopenia and thrombocythemia 1
THRA,THRA,ENSG00000126351,"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6"
THRB,THRB,ENSG00000151090,compromised intellectual development
THUMPD1,THUMPD1,ENSG00000066654,
TIA1,TIA1,ENSG00000116001,"Welander distal myopathy, 604454"
TICAM1,TICAM1,ENSG00000127666,"Encephalopathy, acute, infection-induced, susceptibility to, 6 614850;Herpetic encephalitis (HSE);Herpes simplex virus 1 encephalitis;Defects in Intrinsic and Innate Immunity"
TIMM22,TIMM22,ENSG00000177370,No OMIM phenotype
TIMM44,TIMM44,ENSG00000104980,No OMIM phenotype
TIMM50,TIMM50,ENSG00000105197,"3-methylglutaconic aciduria, type IX, 617698;intellectual disability and seizure;epilepsy and developmental delay"
TIMM8A,TIMM8A,ENSG00000126953,MOHR-TRANEBJAERG SYNDROME;JENSEN SYNDROME
TIMMDC1,TIMMDC1,ENSG00000113845,"Mitochondrial complex I deficiency, nuclear type 31, 618251"
TIMP3,TIMP3,,
TINF2,TINF2,ENSG00000092330,EXUDATIVE RETINOPATHY WITH BONE MARROW FAILURE
TIRAP,TIRAP,ENSG00000150455,Defects in Intrinsic and Innate Immunity;Staphylococcal disease during childhood;Defects of TLR/NFkappa-B signalling;TIRAP deficiency;Defects in intrinsic and innate immunity
TJP2,TJP2,ENSG00000119139,"Neonatal and Adult Cholestasis;Cholestasis, progressive familial intrahepatic 4, 615878;Cholestasis, Progressive Familial Intrahepatic 4"
TK2,TK2,ENSG00000166548,"MITOCHONDRIAL DNA DEPLETION SYNDROME, MYOPATHIC FORM"
TKT,TKT,ENSG00000163931,"Short Stature, Developmental Delay, and Congenital Heart Defects"
TKTL1,TKTL1,ENSG00000007350,
TLK2,TLK2,ENSG00000146872,intellectual disability
TLL1,TLL1,ENSG00000038295,Atrial septal defect 6
TLR3,TLR3,ENSG00000164342,"Herpes simplex encephalitis, susceptibility to, 2;Herpetic encephalitis (HSE);Herpes simplex virus 1 encephalitis (incomplete clinical penetrance for all etiologies listed here);Defects in Intrinsic and Innate Immunity"
TLR8,TLR8,ENSG00000101916,
TM4SF20,TM4SF20,ENSG00000168955,"early language delay; {Specific language impairment 5}, 615432"
TM6SF2,TM6SF2,ENSG00000213996,non-alcoholic fatty liver disease
TMC1,TMC1,,
TMC6,TMC6,ENSG00000141524,"Epidermodysplasia verruciformis, 226400;Human papillomavirus (HPV) (group B1) infections and cancer of the skin (typical EV);Defects in Intrinsic and Innate Immunity"
TMC8,TMC8,ENSG00000167895,"Epidermodysplasia verruciformis, 226400;HPV (group B1) infections and cancer of the skin (typical EV);Defects in Intrinsic and Innate Immunity"
TMCO1,TMCO1,ENSG00000143183,"CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION SYNDROME"
TMEM106B,TMEM106B,ENSG00000106460,"Leukodystrophy, hypomyelinating 16, MIM#617964"
TMEM107,TMEM107,ENSG00000179029,Orofaciodigital syndrome XVI 617563;?Joubert syndrome 29 617562;Meckel syndrome 13 617562
TMEM114,TMEM114,ENSG00000232258,CONGENITAL AND JUVENILE CATARACT 611579
TMEM126A,TMEM126A,ENSG00000171202,Optic atrophy 7 612989
TMEM126B,TMEM126B,ENSG00000171204,Muscle Weakness and Isolated Complex I Deficiency
TMEM127,TMEM127,,
TMEM132E,TMEM132E,ENSG00000181291,
TMEM135,TMEM135,ENSG00000166575,AUTOSOMAL RECESSIVE MENTAL RETARDATION
TMEM138,TMEM138,ENSG00000149483,Joubert syndrome 16 614465
TMEM165,TMEM165,ENSG00000134851,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIK"
TMEM173,TMEM173,ENSG00000184584,"STING-associated vasculopathy, infantile-onset 615934;Type 1 interferonopathies;Skin vasculopathy, inflammatory lung disease, systemic autoinflammation and ICC, FCL;Autoinflammatory Disorders"
TMEM199,TMEM199,ENSG00000244045,"Congenital disorder of glycosylation, type IIp 616829"
TMEM216,TMEM216,ENSG00000187049,JOUBERT SYNDROME 2
TMEM231,TMEM231,ENSG00000205084,Joubert syndrome 20 614970;Meckel syndrome 11 615397
TMEM237,TMEM237,ENSG00000155755,JOUBERT SYNDROME 14
TMEM240,TMEM240,ENSG00000205090,"Spinocerebellar ataxia 21, 607454"
TMEM260,TMEM260,ENSG00000070269,"Neurodevelopmental, Cardiac, and Renal Syndrome"
TMEM38B,TMEM38B,ENSG00000095209,"  Osteogenesis imperfecta, type XIV  615066;Osteogenesis imperfecta, type XIV  615066;osteogenesis imperfecta;Osteogenesis imperfecta, type XIV, 615066"
TMEM43,TMEM43,ENSG00000170876,"Emery-Dreifuss muscular dystrophy 7, AD 614302"
TMEM5,TMEM5,ENSG00000118600,SEVERE COBBLESTONE LISSENCEPHALY
TMEM65,TMEM65,ENSG00000164983,TMEM65 related mitochondrial encephalopmyopathy
TMEM67,TMEM67,ENSG00000164953,JOUBERT SYNDROME TYPE 6;MECKEL SYNDROME TYPE 3;COACH SYNDROM;NEPHRONOPHTHISIS TYPE 11
TMEM70,TMEM70,ENSG00000175606,"MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2"
TMEM94,TMEM94,ENSG00000177728,"Intellectual developmental disorder with cardiac defects and dysmorphic facies, 618316;Global developmental delay;Intellectual disability;Abnormal heart morphology;Abnormality of head or neck"
TMIE,TMIE,,
TMLHE,TMLHE,ENSG00000185973,"{Autism, susceptibility to, X-linked 6}, 300872 (includes Intellectual disability)"
TMPO,TMPO,,
TMPRSS3,TMPRSS3,,
TMPRSS6,TMPRSS6,ENSG00000187045,IRON-REFRACTORY IRON DEFICIENCY ANEMIA
TMTC3,TMTC3,ENSG00000139324,Cobblestone Lissencephaly
TMX2,TMX2,ENSG00000213593,Global developmental delay;Intellectual disability;Seizures;Microcephaly;Abnormal cortical gyration
TNFAIP3,TNFAIP3,ENSG00000118503,"A20 deficiency;Autoinflammatory syndrome, familial, Behcet-like, 616744;Autoimmune lymphoproliferative syndrome;Arthralgia, mucosal ulcers, ocular inflammation;Autoinflammatory Disorders"
TNFRSF11A,TNFRSF11A,ENSG00000141655,Osteopetrosis;Defects in Intrinsic and Innate Immunity;Defects in intrinsic and innate immunity
TNFRSF11B,TNFRSF11B,ENSG00000164761,Paget disease 239000
TNFRSF13B,TNFRSF13B,ENSG00000240505,"IMMUNODEFICIENCY, COMMON VARIABLE, 2"
TNFRSF13C,TNFRSF13C,ENSG00000159958,"Variable clinical expression;Common variable immunodeficiency disorders (CVID);Immunodeficiency, common variable, 4;Isolated IgG subclass deficiency;Predominantly Antibody Deficiencies"
TNFRSF1A,TNFRSF1A,ENSG00000067182,"Periodic fever, familial 142680;TNF-receptor associated periodic fever syndrome (TRAPS);Recurrent fever, serositis, rash, and ocular or joint inflammation;Autoinflammatory Disorders"
TNFRSF4,TNFRSF4,ENSG00000186827,"Kaposi's Sarcoma, impaired immunity to HHV8, OX40 deficiency;Immunodeficiencies affecting cellular and humoral immunity;Impaired immunity to HHV8, Kaposis sarcoma;Combined immunodeficiency"
TNFRSF9,TNFRSF9,ENSG00000049249,"CD137 deficiency (41BB);EBV lymphoproliferation, B-cell lymphoma"
TNFSF11,TNFSF11,ENSG00000120659,Defects in Intrinsic and Innate Immunity;Osteopetrosis with severe growth retardation;Defects in intrinsic and innate immunity
TNFSF12,TNFSF12,ENSG00000239697,"Common variable immunodeficiency disorders (CVID);Immunodeficiency, common variable with lack of anti-pneumococcal antibody;Pneumonia, bacterial infections, warts, thrombocytopenia. neutropenia;Predominantly Antibody Deficiencies;Pneumonia, bacterial infections, warts, thrombocytopenia"
TNIK,TNIK,ENSG00000154310,"Mental retardation, autosomal recessive 54, 617028"
TNK2,TNK2,ENSG00000061938,severe autosomal recessive infantile onset epilepsy;EE
TNKS2,TNKS2,ENSG00000107854,
TNNC1,TNNC1,,
TNNC2,TNNC2,ENSG00000101470,congenital myopathy
TNNI2,TNNI2,ENSG00000130598,"Arthrogryposis multiplex congenita, distal, type 2B 601680"
TNNI3,TNNI3,,
TNNT1,TNNT1,ENSG00000105048,"Nemaline myopathy, Amish type 605355"
TNNT2,TNNT2,,
TNNT3,TNNT3,ENSG00000130595,"Arthyrogryposis, distal, type 2B, 601680"
TNPO2,TNPO2,ENSG00000105576,
TNPO3,TNPO3,ENSG00000064419,"Muscular dystrophy, limb-girdle, autosomal dominant 2, 608423"
TNRC6B,TNRC6B,ENSG00000100354,
TNS2,TNS2,ENSG00000111077,nephrotic syndrome
TNXB,TNXB,ENSG00000168477,Ehlers-Danlos syndrome due to tenascin X deficiency 606408;Vesicoureteral reflux 8 615963
TOE1,TOE1,ENSG00000132773,PONTOCEREBELLAR HYPOPLASIA
TOP2B,TOP2B,ENSG00000077097,"Recurrent infections, facial dysmorphism, limb anomalies;Predominantly Antibody Deficiencies;Hoffman syndrome/TOP2B deficiency"
TOP3A,TOP3A,ENSG00000177302,Bloom Syndrome like Disorder
TOPORS,TOPORS,ENSG00000197579,Ciliopathies
TOR1A,TOR1A,ENSG00000136827,"Autosomal dominant or sporadic dystonia (DYT1);Early-Onset Primary Dystonia;Dystonia-1, torsion, 128100"
TOR1AIP1,TOR1AIP1,ENSG00000143337,"Muscular dystrophy, autosomal recessive, with rigid spine and distal joint contractures, 617072"
TP53,TP53,ENSG00000141510,"Myelodysplastic syndrome (MDS), Paediatric"
TP53RK,TP53RK,ENSG00000172315,Galloway-Mowat syndrome 4 #617730
TP63,TP63,ENSG00000073282,ECTODERMAL DYSPLASIA RAPP-HODGKIN TYPE;ECTRODACTYLY-ECTODERMAL DYSPLASIA-CLEFT LIP/PALATE SYNDROME TYPE 3;SPLIT-HAND/FOOT MALFORMATION TYPE 4;ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE;LIMB-MAMMARY SYNDROME;NON-SYNDROMIC OROFACIAL CLEFT TYPE 8;ACRO-DERMATO-UNGUAL-LACRIMAL-TOOTH SYNDROME
TPH2,TPH2,ENSG00000139287,
TPI1,TPI1,ENSG00000111669,"Hemolytic anemia due to triosephosphate isomerase deficiency,615512;Enzyme Disorder"
TPK1,TPK1,ENSG00000196511,"Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type), 614458"
TPM1,TPM1,,
TPM2,TPM2,ENSG00000198467,"ARTHROGRYPOSIS, DISTAL, TYPE 1;Arthrogryposis multiplex congenita, distal, type 1, 108120;Arthrogryposis, distal, type 2B, 601680"
TPM3,TPM3,ENSG00000143549,Congenital fiber-type disproportion myopathy 255310
TPM4,TPM4,ENSG00000167460,
TPMT,TPMT,ENSG00000137364,"Thiopurine S-methyltransferase deficiency (Disorders of purine metabolism);{Thiopurines, poor metabolism of, 1} 610460"
TPO,TPO,,
TPP1,TPP1,ENSG00000166340,NEURONAL CEROID LIPOFUSCINOSIS TYPE 2
TPP2,TPP2,ENSG00000134900,"Tripeptidyl-Peptidase II Deficiency;TPP2 deficiency;Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome;immune thrombocytopenia and autoimmune hemolytic anemia;Evans syndrome;Variable lymphoproliferation, severe autoimmune cytopenias, hypergammaglobulinemia, recurrent infections;Diseases of Immune Dysregulation"
TPRKB,TPRKB,ENSG00000144034,"GALLOWAY-MOWAT SYNDROME 5, 617731"
TPRN,TPRN,,
TRAC,TRAC,ENSG00000229164,"Immunodeficiency 7, TCR-alpha/beta deficient, 615387;Combined immunodeficiency;Recurrent viral, bacterial, fungal infections, immune dysregulation and autoimmunity, diarrhea;Immunodeficiencies affecting cellular and humoral immunity"
TRAF3,TRAF3,ENSG00000131323,"Herpes simplex encephalitis, susceptibility to, 3;Defects in Intrinsic and Innate Immunity;{?Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 5},614849;Herpes simplex virus 1 encephalitis;Herpetic encephalitis (HSE);Defects in intrinsic and innate immunity"
TRAF3IP1,TRAF3IP1,ENSG00000204104,
TRAF3IP2,TRAF3IP2,ENSG00000056972,"Defects in Intrinsic and Innate Immunity;CMC, blepharitis, folliculitis and macroglossia;Chronic mucocutaneous candidiasis (CMC);Defects in intrinsic and innate immunity;Candidiasis, familial, 8 615527"
TRAF7,TRAF7,ENSG00000131653,"Developmental Delay, Congenital Anomalies, and Dysmorphic Features;Cardiac, facial, and digital anomalies with developmental delay, 618164"
TRAIP,TRAIP,ENSG00000183763,PRIMORDIAL DWARFISM
TRAK1,TRAK1,ENSG00000182606,"Epileptic encephalopathy, early infantile, 68	618201"
TRAP1,TRAP1,ENSG00000126602,CAKUT;VACTERL 192350
TRAPPC11,TRAPPC11,ENSG00000168538,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2S"
TRAPPC12,TRAPPC12,ENSG00000171853,Progressive Childhood Encephalopathy and Golgi Dysfunction
TRAPPC2,TRAPPC2,ENSG00000196459,SPONDYLOEPIPHYSEAL DYSPLASIA TARDA
TRAPPC6A,TRAPPC6A,ENSG00000007255,Intellectual disability;dysmorphic features
TRAPPC6B,TRAPPC6B,ENSG00000182400,"Neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy, 617862"
TRAPPC9,TRAPPC9,ENSG00000167632,MENTAL RETARDATION AUTOSOMAL RECESSIVE TYPE 13
TRDN,TRDN,ENSG00000186439,"Ventricular tachycardia, catecholaminergic polymorphic, 5, with or without muscle weakness, 615441"
